2,Jeremy_Parker@msn.com,I dont enjoy hoodies from Greeno,Michigan,2012-03-16
1,John_Parker@yahoo.com,I like shoes CDs hoodies from Zuke,Masachussets,2012-02-02
1,Sarena_Carey@hotmail.com,I love pens teddys CDs from Bonzo,Ney York,2012-01-24
2,Sarena_Carey@hotmail.com,I dont enjoy CDs speakers from Metsu,Nevada,2012-01-19
1,Gina_Toddbridge@msn.com,I enjoy CDs from Greeno,Ney York,2012-02-23
1,Roger_Carey@msn.com,I love speakers bats from Crombie,Colarado,2012-04-06
2,Roger_Carey@msn.com,I hate bats CDs teddys from Zippy,Wyoming,2012-03-06
1,Albert_Li@gmail.com,I love CDs from Greeno,Wyoming,2012-04-04
2,Albert_Li@gmail.com,I like speakers CDs shoes from Greeno,Colarado,2012-03-16
1,Tom_Carey@msn.com,I hate caps pens games from Absoo,Michigan,2012-01-21
1,Alex_Peterson@gmail.com,I love hoodies pens from Radix,Pennsylvania,2012-02-01
2,Alex_Peterson@gmail.com,I can't stand shoes from Crombie,Michigan,2012-01-16
1,Betty_Lomet@yahoo.com,I dont enjoy bats from Bonzo,Wyoming,2012-04-13
1,Sarena_DSouza@msn.com,I like speakers from BonBon,California,2012-01-21
2,Sarena_DSouza@msn.com,I like CDs from Metsu,Washington,2012-02-04
1,Nadir_Karipova@msn.com,I cherish shoes from Metsu,California,2012-03-28
2,Nadir_Karipova@msn.com,I dont enjoy pens games bats from Dennys,Hawaii,2012-02-16
1,Nadir_Wood@msn.com,I hate caps pens CDs from Greeno,Oregon,2012-02-06
1,Nadir_Li@gmail.com,I dont enjoy bats hoodies speakers from Absoo,Utah,2012-02-13
2,Nadir_Li@gmail.com,I love shoes from BonBon,Michigan,2012-01-21
1,Sam_Li@msn.com,I like speakers from Zico,Hawaii,2012-03-08
2,Sam_Li@msn.com,I dislike speakers teddys from Greeno,Pennsylvania,2012-02-05
1,David_Parker@msn.com,I dont enjoy shoes caps from Nano,Illinois,2012-02-22
2,David_Parker@msn.com,I like shoes pens hoodies from Zuke,Washington,2012-02-06
1,Celina_Larson@yahoo.com,I hate teddys hoodies from PLanetM,Wyoming,2012-01-18
1,Elena_Parker@yahoo.com,I like caps from Bonzo,Masachussets,2012-01-04
2,Elena_Parker@yahoo.com,I can't stand games bats from Troy,Hawaii,2012-04-18
1,Alex_Larson@gmail.com,I dont enjoy teddys shoes caps from Zico,Wyoming,2012-02-24
2,Alex_Larson@gmail.com,I dont enjoy caps from Zuke,Illinois,2012-01-01
1,Alex_Wood@yahoo.com,I enjoy hoodies from Bonzo,Texas,2012-03-17
1,Mike_Keit@hotmail.com,I cherish bats from Metsu,Pennsylvania,2012-04-21
2,Mike_Keit@hotmail.com,I can't stand caps from Absoo,Masachussets,2012-01-28
1,Charles_Chrysler@yahoo.com,I love caps from Zuke,Oregon,2012-04-02
1,Monica_Lomet@hotmail.com,I dislike bats pens caps from Zippy,Washington,2012-03-26
2,Monica_Lomet@hotmail.com,I like shoes teddys hoodies from Troy,Illinois,2012-04-23
1,Tom_Wood@msn.com,I dislike shoes speakers from Radix,Masachussets,2012-02-08
2,Tom_Wood@msn.com,I hate hoodies from Metsu,Texas,2012-04-14
1,Bruno_Lomet@gmail.com,I love speakers hoodies teddys from Greeno,Utah,2012-01-11
2,Bruno_Lomet@gmail.com,I love pens from Bonzo,Florida,2012-01-11
1,George_Parker@hotmail.com,I dont enjoy hoodies shoes games from Nano,Ney York,2012-04-02
1,Denny_Toddbridge@hotmail.com,I love shoes from Zuke,Hawaii,2012-04-06
1,Albert_Smith@msn.com,I dont enjoy pens caps from Metsu,Michigan,2012-03-22
2,Albert_Smith@msn.com,I can't stand bats from Absoo,Hawaii,2012-02-18
1,George_Lomet@msn.com,I enjoy pens from Zuke,Oregon,2012-01-15
2,George_Lomet@msn.com,I can't stand caps games from Dennys,Pennsylvania,2012-02-21
1,Bruno_Karipova@yahoo.com,I enjoy CDs shoes from BonBon,Utah,2012-03-14
2,Bruno_Karipova@yahoo.com,I dislike bats hoodies CDs from BonBon,Hawaii,2012-04-05
1,Charles_Parker@msn.com,I enjoy teddys from Radix,Oregon,2012-04-22
2,Charles_Parker@msn.com,I dont enjoy teddys hoodies shoes from PLanetM,Pennsylvania,2012-03-13
1,Gina_Smith@msn.com,I dont enjoy caps from Nano,Utah,2012-01-06
2,Gina_Smith@msn.com,I hate games bats from Metsu,Washington,2012-01-06
1,Bruno_Smith@msn.com,I enjoy games bats speakers from Zuke,California,2012-03-21
1,Emma_Smith@hotmail.com,I like pens hoodies from Absoo,Utah,2012-01-03
2,Emma_Smith@hotmail.com,I enjoy speakers hoodies pens from Zuke,Hawaii,2012-02-12
1,Monica_DSouza@msn.com,I hate games shoes hoodies from Metsu,Utah,2012-03-06
1,Bruno_Li@msn.com,I like hoodies caps pens from Nano,Texas,2012-03-19
2,Bruno_Li@msn.com,I like hoodies caps from Dennys,Washington,2012-04-10
1,George_Goldstein@gmail.com,I like CDs teddys games from Absoo,Colarado,2012-01-15
2,George_Goldstein@gmail.com,I like games from Metsu,Ney York,2012-02-14
1,Gina_Helibron@gmail.com,I love CDs from Greeno,Hawaii,2012-04-14
1,Charles_DSouza@gmail.com,I enjoy teddys caps CDs from Troy,Utah,2012-01-04
1,Christy_Lomet@yahoo.com,I hate hoodies from Radix,California,2012-04-10
2,Christy_Lomet@yahoo.com,I love CDs teddys from Dennys,Nevada,2012-01-09
1,Erie_DSouza@hotmail.com,I cherish pens from Dennys,Washington,2012-04-03
2,Erie_DSouza@hotmail.com,I dislike bats hoodies from Greeno,Ney York,2012-03-02
1,Gina_Parker@hotmail.com,I like games CDs from Absoo,Florida,2012-02-27
2,Gina_Parker@hotmail.com,I dislike speakers caps hoodies from Zuke,Illinois,2012-02-13
1,Elena_DSouza@gmail.com,I dont enjoy shoes bats speakers from Bonzo,Pennsylvania,2012-01-22
2,Elena_DSouza@gmail.com,I like bats speakers hoodies from Metsu,Masachussets,2012-01-21
1,Bruno_Parker@hotmail.com,I dislike shoes teddys from Zuke,Oregon,2012-03-21
2,Bruno_Parker@hotmail.com,I love pens shoes games from Zuke,Texas,2012-01-01
1,Sarena_Li@gmail.com,I dont enjoy speakers from Troy,Ney York,2012-01-28
2,Sarena_Li@gmail.com,I hate caps pens speakers from Bonzo,California,2012-03-06
1,Mary_Smith@gmail.com,I like teddys pens CDs from Absoo,Wyoming,2012-03-10
1,Gabriela_Li@hotmail.com,I dislike hoodies teddys from Zico,Hawaii,2012-02-11
2,Gabriela_Li@hotmail.com,I love shoes CDs from Zico,Ney York,2012-03-18
1,Kitty_Helibron@hotmail.com,I love games teddys from BonBon,Nevada,2012-04-19
1,Christy_Helibron@hotmail.com,I hate CDs from BonBon,Oregon,2012-02-05
1,Emma_Goldstein@yahoo.com,I love speakers teddys pens from PLanetM,Ney York,2012-03-14
2,Emma_Goldstein@yahoo.com,I like shoes speakers games from PLanetM,Michigan,2012-02-18
1,Nadir_Helibron@gmail.com,I love CDs from Troy,Texas,2012-02-05
2,Nadir_Helibron@gmail.com,I hate bats speakers from Nano,Illinois,2012-04-25
1,Charles_Peterson@msn.com,I dont enjoy shoes pens teddys from Zuke,Washington,2012-02-18
2,Charles_Peterson@msn.com,I like games CDs from Greeno,Oregon,2012-04-27
1,Charles_Karipova@msn.com,I hate games teddys shoes from Troy,Ney York,2012-02-03
1,Roger_DSouza@yahoo.com,I love caps from Radix,Wyoming,2012-04-12
2,Roger_DSouza@yahoo.com,I hate games bats caps from Zico,Oregon,2012-02-02
1,Albert_Larson@hotmail.com,I dislike bats shoes from Bonzo,Wyoming,2012-04-03
2,Albert_Larson@hotmail.com,I cherish shoes from Crombie,Texas,2012-04-21
1,Celina_Toddbridge@gmail.com,I enjoy games teddys from Nano,Washington,2012-01-24
1,Sam_Goldstein@yahoo.com,I hate shoes from Radix,Pennsylvania,2012-04-18
1,Gina_Carey@gmail.com,I cherish teddys pens bats from Metsu,Masachussets,2012-04-01
1,Denny_Larson@yahoo.com,I dislike caps from Greeno,Ney York,2012-03-08
1,Emma_Parker@hotmail.com,I hate shoes from Troy,Nevada,2012-03-09
2,Emma_Parker@hotmail.com,I love shoes from Greeno,Texas,2012-02-26
1,Jeremy_Goldstein@hotmail.com,I dont enjoy teddys shoes from Troy,Nevada,2012-02-17
2,Jeremy_Goldstein@hotmail.com,I cherish hoodies from Zico,Michigan,2012-02-11
1,Albert_Helibron@yahoo.com,I dont enjoy teddys CDs speakers from Zippy,Florida,2012-03-15
1,Emma_DSouza@msn.com,I dont enjoy bats games from Zippy,Oregon,2012-02-25
2,Emma_DSouza@msn.com,I hate speakers from Bonzo,Ney York,2012-03-20
1,John_Wood@yahoo.com,I dont enjoy hoodies speakers teddys from Dennys,Illinois,2012-02-17
1,Jeremy_Carey@msn.com,I like speakers from Nano,Washington,2012-04-07
2,Jeremy_Carey@msn.com,I dont enjoy shoes teddys speakers from Crombie,Wyoming,2012-02-01
1,Peter_Keit@msn.com,I like hoodies caps from Zuke,Wyoming,2012-03-16
2,Peter_Keit@msn.com,I enjoy bats from Metsu,Washington,2012-02-23
1,Celina_Parker@gmail.com,I dont enjoy speakers bats from Dennys,Pennsylvania,2012-04-16
2,Celina_Parker@gmail.com,I like bats from Metsu,Washington,2012-03-15
1,John_Chrysler@hotmail.com,I dislike caps from Nano,Michigan,2012-03-22
1,Nadir_Goldstein@yahoo.com,I dont enjoy hoodies from Zico,Wyoming,2012-02-13
1,Betty_Wood@yahoo.com,I hate hoodies caps from Nano,Utah,2012-01-27
2,Betty_Wood@yahoo.com,I like teddys CDs from Dennys,Hawaii,2012-02-23
1,Gina_Larson@msn.com,I like shoes hoodies from Zico,California,2012-02-20
1,Sam_DSouza@msn.com,I cherish CDs hoodies pens from Zuke,Pennsylvania,2012-01-22
1,Elena_Chrysler@msn.com,I cherish caps speakers CDs from Metsu,Colarado,2012-01-10
2,Elena_Chrysler@msn.com,I can't stand games pens from Absoo,Utah,2012-04-11
1,Roger_Larson@yahoo.com,I hate shoes from PLanetM,Florida,2012-04-19
2,Roger_Larson@yahoo.com,I like CDs teddys from Crombie,Utah,2012-03-19
1,Denny_Goldstein@msn.com,I enjoy bats speakers from Radix,Pennsylvania,2012-03-14
2,Denny_Goldstein@msn.com,I hate shoes games teddys from Metsu,Pennsylvania,2012-04-09
1,Sam_Helibron@yahoo.com,I like speakers from Absoo,Oregon,2012-03-16
2,Sam_Helibron@yahoo.com,I enjoy hoodies bats pens from BonBon,Texas,2012-01-05
1,Mandy_Wood@msn.com,I love pens shoes from BonBon,Pennsylvania,2012-04-23
2,Mandy_Wood@msn.com,I dislike pens CDs from Metsu,Nevada,2012-02-09
1,Denny_Keit@yahoo.com,I enjoy games from Zuke,California,2012-04-09
2,Denny_Keit@yahoo.com,I love CDs shoes games from Absoo,Wyoming,2012-04-10
1,Sam_Larson@yahoo.com,I enjoy shoes bats caps from Bonzo,Wyoming,2012-03-26
1,Erie_Karipova@msn.com,I love teddys from Zippy,Oregon,2012-02-10
1,Alex_Carey@gmail.com,I dislike CDs speakers games from Nano,Washington,2012-04-16
2,Alex_Carey@gmail.com,I enjoy games pens bats from Metsu,California,2012-02-07
1,Michael_Phelps@uss.net,thankful to my fans,Nevada,2012-02-26
2,Michael_Phelps@uss.net,I am coming to Illinois to meet fans!,Hawaii,2012-03-24
1,John_Travolta@jtv.com,I am coming to Colarado to meet fans!,California,2012-02-25
2,John_Travolta@jtv.com,I am coming to Pennsylvania to meet fans!,Wyoming,2012-01-04
3,John_Travolta@jtv.com,I am coming to Michigan to meet fans!,Florida,2012-02-05
4,John_Travolta@jtv.com,love my fans,California,2012-01-17
5,John_Travolta@jtv.com,loved being with fans,Ney York,2012-02-10
6,John_Travolta@jtv.com,enjoyed being with fans!,Utah,2012-04-02
7,John_Travolta@jtv.com,love my fans,Pennsylvania,2012-04-11
8,John_Travolta@jtv.com,I am reaching Nevada to meet fans!,Hawaii,2012-04-17
9,John_Travolta@jtv.com,enjoyed being with fans!,Masachussets,2012-04-21
10,John_Travolta@jtv.com,taking a break!,Colarado,2012-04-06
11,John_Travolta@jtv.com,taking a break!,Pennsylvania,2012-02-20
12,John_Travolta@jtv.com,loved being with fans,Ney York,2012-02-13
13,John_Travolta@jtv.com,I am reaching Pennsylvania to meet fans!,Florida,2012-02-22
14,John_Travolta@jtv.com,loved being with fans,Texas,2012-02-03
15,John_Travolta@jtv.com,thankful to my fans,Ney York,2012-03-08
16,John_Travolta@jtv.com,I am coming to Washington to meet fans!,California,2012-01-05
17,John_Travolta@jtv.com,loved being with fans,Nevada,2012-02-14
18,John_Travolta@jtv.com,I am reaching Pennsylvania to meet fans!,Nevada,2012-03-16
19,John_Travolta@jtv.com,I am reaching California to meet fans!,Texas,2012-02-12
20,John_Travolta@jtv.com,I am coming to Utah to meet fans!,Pennsylvania,2012-03-10
21,John_Travolta@jtv.com,I am reaching Oregon to meet fans!,Oregon,2012-03-16
22,John_Travolta@jtv.com,fans are so special!,Texas,2012-01-25
1,Morgan_Freeman@morgan.com,taking a break!,California,2012-02-06
2,Morgan_Freeman@morgan.com,taking a break!,Masachussets,2012-04-15
3,Morgan_Freeman@morgan.com,I am coming to Utah to meet fans!,Colarado,2012-02-10
4,Morgan_Freeman@morgan.com,I am coming to Utah to meet fans!,Masachussets,2012-04-10
5,Morgan_Freeman@morgan.com,taking a break!,Wyoming,2012-03-05
6,Morgan_Freeman@morgan.com,I am coming to Illinois to meet fans!,Ney York,2012-02-09
7,Morgan_Freeman@morgan.com,I am reaching Utah to meet fans!,Florida,2012-04-25
8,Morgan_Freeman@morgan.com,I am reaching Masachussets to meet fans!,Illinois,2012-03-15
9,Morgan_Freeman@morgan.com,I am coming to Michigan to meet fans!,Hawaii,2012-03-08
10,Morgan_Freeman@morgan.com,love my fans,Utah,2012-04-05
11,Morgan_Freeman@morgan.com,I am reaching Nevada to meet fans!,Pennsylvania,2012-02-25
12,Morgan_Freeman@morgan.com,thankful to my fans,Texas,2012-01-28
13,Morgan_Freeman@morgan.com,thankful to my fans,Hawaii,2012-01-18
14,Morgan_Freeman@morgan.com,enjoyed being with fans!,Colarado,2012-03-12
15,Morgan_Freeman@morgan.com,loved being with fans,Hawaii,2012-01-25
16,Morgan_Freeman@morgan.com,taking a break!,Washington,2012-01-12
17,Morgan_Freeman@morgan.com,I am reaching Hawaii to meet fans!,Michigan,2012-04-11
18,Morgan_Freeman@morgan.com,taking a break!,Oregon,2012-01-18
19,Morgan_Freeman@morgan.com,taking a break!,Michigan,2012-01-13
20,Morgan_Freeman@morgan.com,I am coming to Hawaii to meet fans!,Colarado,2012-04-03
21,Morgan_Freeman@morgan.com,I am coming to Washington to meet fans!,Florida,2012-01-17
22,Morgan_Freeman@morgan.com,fans are so special!,Nevada,2012-04-20
23,Morgan_Freeman@morgan.com,taking a break!,Texas,2012-01-12
1,Nicholas_Cage@ncg.com,fans are so special!,Masachussets,2012-03-24
2,Nicholas_Cage@ncg.com,thankful to my fans,Michigan,2012-01-24
3,Nicholas_Cage@ncg.com,taking a break!,Texas,2012-03-19
4,Nicholas_Cage@ncg.com,I am reaching Hawaii to meet fans!,Masachussets,2012-04-27
5,Nicholas_Cage@ncg.com,taking a break!,Texas,2012-04-09
6,Nicholas_Cage@ncg.com,loved being with fans,Florida,2012-02-23
7,Nicholas_Cage@ncg.com,I am coming to Colarado to meet fans!,Colarado,2012-02-23
8,Nicholas_Cage@ncg.com,I am coming to Pennsylvania to meet fans!,California,2012-01-08
9,Nicholas_Cage@ncg.com,love my fans,Wyoming,2012-04-14
10,Nicholas_Cage@ncg.com,I am coming to Florida to meet fans!,Pennsylvania,2012-02-07
11,Nicholas_Cage@ncg.com,I am reaching Utah to meet fans!,Wyoming,2012-03-09
12,Nicholas_Cage@ncg.com,I am coming to Hawaii to meet fans!,Oregon,2012-04-23
13,Nicholas_Cage@ncg.com,I am coming to Hawaii to meet fans!,California,2012-01-21
14,Nicholas_Cage@ncg.com,loved being with fans,Michigan,2012-01-23
15,Nicholas_Cage@ncg.com,I am reaching California to meet fans!,Michigan,2012-04-27
16,Nicholas_Cage@ncg.com,I am coming to Oregon to meet fans!,Florida,2012-04-16
17,Nicholas_Cage@ncg.com,I am reaching Pennsylvania to meet fans!,Illinois,2012-02-14
18,Nicholas_Cage@ncg.com,I am reaching Illinois to meet fans!,Nevada,2012-04-19
19,Nicholas_Cage@ncg.com,I am reaching Michigan to meet fans!,Nevada,2012-04-24
20,Nicholas_Cage@ncg.com,I am coming to Utah to meet fans!,Pennsylvania,2012-03-20
21,Nicholas_Cage@ncg.com,loved being with fans,Illinois,2012-04-18
22,Nicholas_Cage@ncg.com,enjoyed being with fans!,Pennsylvania,2012-04-05
23,Nicholas_Cage@ncg.com,I am reaching Florida to meet fans!,Texas,2012-02-08
24,Nicholas_Cage@ncg.com,I am coming to Hawaii to meet fans!,California,2012-01-13
25,Nicholas_Cage@ncg.com,enjoyed being with fans!,Ney York,2012-03-06
26,Nicholas_Cage@ncg.com,I am reaching Oregon to meet fans!,Ney York,2012-03-27
27,Nicholas_Cage@ncg.com,love my fans,Nevada,2012-02-08
28,Nicholas_Cage@ncg.com,I am coming to Nevada to meet fans!,Ney York,2012-02-19
29,Nicholas_Cage@ncg.com,I am reaching Texas to meet fans!,Wyoming,2012-04-18
30,Nicholas_Cage@ncg.com,thankful to my fans,Utah,2012-02-24
31,Nicholas_Cage@ncg.com,I am coming to Colarado to meet fans!,Hawaii,2012-03-22
32,Nicholas_Cage@ncg.com,I am coming to Nevada to meet fans!,California,2012-04-24
33,Nicholas_Cage@ncg.com,enjoyed being with fans!,Nevada,2012-03-17
34,Nicholas_Cage@ncg.com,I am reaching Ney York to meet fans!,Washington,2012-03-18
35,Nicholas_Cage@ncg.com,I am coming to Illinois to meet fans!,Wyoming,2012-03-26
36,Nicholas_Cage@ncg.com,I am reaching Texas to meet fans!,Ney York,2012-01-19
37,Nicholas_Cage@ncg.com,I am coming to Ney York to meet fans!,Nevada,2012-01-26
38,Nicholas_Cage@ncg.com,taking a break!,Michigan,2012-01-11
39,Nicholas_Cage@ncg.com,thankful to my fans,Michigan,2012-03-20
40,Nicholas_Cage@ncg.com,enjoyed being with fans!,Masachussets,2012-03-01
41,Nicholas_Cage@ncg.com,taking a break!,Florida,2012-02-04
42,Nicholas_Cage@ncg.com,I am coming to Ney York to meet fans!,Pennsylvania,2012-02-10
43,Nicholas_Cage@ncg.com,I am coming to Masachussets to meet fans!,Oregon,2012-03-03
1,Venus_Williams@usta.net,fans are so special!,Washington,2012-03-12
2,Venus_Williams@usta.net,I am reaching Illinois to meet fans!,Wyoming,2012-04-23
3,Venus_Williams@usta.net,I am coming to Oregon to meet fans!,Wyoming,2012-02-05
4,Venus_Williams@usta.net,enjoyed being with fans!,Wyoming,2012-03-28
5,Venus_Williams@usta.net,I am coming to Masachussets to meet fans!,Washington,2012-03-08
6,Venus_Williams@usta.net,I am coming to Nevada to meet fans!,Michigan,2012-01-11
7,Venus_Williams@usta.net,I am coming to Hawaii to meet fans!,Hawaii,2012-04-10
8,Venus_Williams@usta.net,I am coming to Florida to meet fans!,California,2012-01-05
9,Venus_Williams@usta.net,fans are so special!,Wyoming,2012-04-18
10,Venus_Williams@usta.net,taking a break!,Michigan,2012-01-19
11,Venus_Williams@usta.net,enjoyed being with fans!,Michigan,2012-02-01
12,Venus_Williams@usta.net,loved being with fans,Ney York,2012-04-03
13,Venus_Williams@usta.net,taking a break!,Ney York,2012-02-26
14,Venus_Williams@usta.net,I am reaching Utah to meet fans!,Illinois,2012-04-11
15,Venus_Williams@usta.net,loved being with fans,Washington,2012-02-11
16,Venus_Williams@usta.net,enjoyed being with fans!,Wyoming,2012-04-03
17,Venus_Williams@usta.net,I am coming to Colarado to meet fans!,Ney York,2012-04-08
18,Venus_Williams@usta.net,enjoyed being with fans!,California,2012-04-15
19,Venus_Williams@usta.net,I am coming to Masachussets to meet fans!,Oregon,2012-04-18
20,Venus_Williams@usta.net,I am reaching California to meet fans!,Utah,2012-03-13
21,Venus_Williams@usta.net,love my fans,Florida,2012-01-14
22,Venus_Williams@usta.net,I am reaching Illinois to meet fans!,Oregon,2012-03-26
1,Sandra_Bullock@blk.com,I am reaching Pennsylvania to meet fans!,Oregon,2012-04-14
2,Sandra_Bullock@blk.com,enjoyed being with fans!,Illinois,2012-04-09
3,Sandra_Bullock@blk.com,taking a break!,Colarado,2012-04-07
4,Sandra_Bullock@blk.com,I am coming to Pennsylvania to meet fans!,Florida,2012-04-25
5,Sandra_Bullock@blk.com,enjoyed being with fans!,Ney York,2012-04-25
6,Sandra_Bullock@blk.com,I am reaching Michigan to meet fans!,Colarado,2012-03-06
7,Sandra_Bullock@blk.com,enjoyed being with fans!,Ney York,2012-02-06
8,Sandra_Bullock@blk.com,love my fans,Utah,2012-04-15
9,Sandra_Bullock@blk.com,I am reaching Nevada to meet fans!,Michigan,2012-03-15
10,Sandra_Bullock@blk.com,I am reaching Nevada to meet fans!,Utah,2012-02-17
11,Sandra_Bullock@blk.com,taking a break!,Hawaii,2012-03-03
12,Sandra_Bullock@blk.com,I am reaching Ney York to meet fans!,Michigan,2012-02-28
13,Sandra_Bullock@blk.com,I am reaching Illinois to meet fans!,Michigan,2012-04-09
14,Sandra_Bullock@blk.com,loved being with fans,Illinois,2012-03-24
15,Sandra_Bullock@blk.com,enjoyed being with fans!,Oregon,2012-03-01
16,Sandra_Bullock@blk.com,I am coming to California to meet fans!,Hawaii,2012-01-02
17,Sandra_Bullock@blk.com,I am coming to California to meet fans!,Michigan,2012-03-04
18,Sandra_Bullock@blk.com,loved being with fans,Florida,2012-01-25
19,Sandra_Bullock@blk.com,love my fans,Ney York,2012-01-27
20,Sandra_Bullock@blk.com,I am coming to Oregon to meet fans!,Wyoming,2012-02-22
21,Sandra_Bullock@blk.com,I am reaching Ney York to meet fans!,Washington,2012-03-27
22,Sandra_Bullock@blk.com,love my fans,Pennsylvania,2012-01-13
23,Sandra_Bullock@blk.com,I am reaching Texas to meet fans!,Masachussets,2012-03-21
24,Sandra_Bullock@blk.com,loved being with fans,Florida,2012-02-21
25,Sandra_Bullock@blk.com,love my fans,Michigan,2012-03-25
26,Sandra_Bullock@blk.com,loved being with fans,Washington,2012-01-27
27,Sandra_Bullock@blk.com,I am reaching Michigan to meet fans!,Hawaii,2012-03-13
28,Sandra_Bullock@blk.com,I am reaching Nevada to meet fans!,Washington,2012-04-17
29,Sandra_Bullock@blk.com,fans are so special!,Hawaii,2012-04-27
30,Sandra_Bullock@blk.com,I am coming to Wyoming to meet fans!,Michigan,2012-02-12
31,Sandra_Bullock@blk.com,enjoyed being with fans!,Utah,2012-02-04
32,Sandra_Bullock@blk.com,I am reaching Hawaii to meet fans!,Wyoming,2012-01-13
33,Sandra_Bullock@blk.com,taking a break!,Masachussets,2012-01-23
1,Brad_Pitt@pitt.com,I am coming to Illinois to meet fans!,Michigan,2012-03-20
2,Brad_Pitt@pitt.com,I am reaching Ney York to meet fans!,Pennsylvania,2012-04-21
3,Brad_Pitt@pitt.com,I am reaching Hawaii to meet fans!,Florida,2012-03-09
4,Brad_Pitt@pitt.com,enjoyed being with fans!,Hawaii,2012-03-15
5,Brad_Pitt@pitt.com,I am reaching California to meet fans!,Colarado,2012-01-02
6,Brad_Pitt@pitt.com,I am coming to Nevada to meet fans!,Pennsylvania,2012-04-20
7,Brad_Pitt@pitt.com,fans are so special!,Michigan,2012-03-23
8,Brad_Pitt@pitt.com,I am coming to Nevada to meet fans!,California,2012-03-18
9,Brad_Pitt@pitt.com,love my fans,Texas,2012-03-21
10,Brad_Pitt@pitt.com,taking a break!,Pennsylvania,2012-01-28
11,Brad_Pitt@pitt.com,thankful to my fans,Hawaii,2012-01-03
12,Brad_Pitt@pitt.com,I am reaching Illinois to meet fans!,Nevada,2012-03-28
13,Brad_Pitt@pitt.com,love my fans,Hawaii,2012-02-02
14,Brad_Pitt@pitt.com,I am reaching Washington to meet fans!,Michigan,2012-01-26
15,Brad_Pitt@pitt.com,I am coming to Florida to meet fans!,Masachussets,2012-03-13
16,Brad_Pitt@pitt.com,I am coming to Wyoming to meet fans!,Oregon,2012-04-08
17,Brad_Pitt@pitt.com,I am reaching Oregon to meet fans!,Oregon,2012-02-08
18,Brad_Pitt@pitt.com,I am reaching Utah to meet fans!,Illinois,2012-02-22
19,Brad_Pitt@pitt.com,loved being with fans,Illinois,2012-04-02
20,Brad_Pitt@pitt.com,I am reaching Michigan to meet fans!,California,2012-01-09
21,Brad_Pitt@pitt.com,I am reaching Washington to meet fans!,Pennsylvania,2012-01-04
22,Brad_Pitt@pitt.com,fans are so special!,Colarado,2012-04-13
23,Brad_Pitt@pitt.com,I am coming to Hawaii to meet fans!,Illinois,2012-04-15
24,Brad_Pitt@pitt.com,thankful to my fans,Utah,2012-01-10
25,Brad_Pitt@pitt.com,I am coming to Utah to meet fans!,Pennsylvania,2012-02-20
26,Brad_Pitt@pitt.com,loved being with fans,Illinois,2012-04-04
